model_id,model_name,model_family,developer,release_date,context_window_tokens,mode,sources_found_in,canonical_model_id_litellm,canonical_model_id_openrouter,canonical_model_id_modelsdev,dedup_confidence,dedup_notes,avg_agentic_coding_score,avg_reasoning_chat_score
llama-4-scout,Meta Llama 4 Scout 17B 16E,llama,,2025-01-01,131072.0,chat,modelsdev,,,llama-4-scout,high,,,
llama-4-scout-17b-16e-instruct,Llama 4 Scout 17B 16E Instruct,llama,,2025-04-05,128000.0,chat,modelsdev,,,llama-4-scout-17b-16e-instruct,high,,,
llama-4-scout-17b-16e-instruct-fp8,Llama-4-Scout-17B-16E-Instruct-FP8,llama,,2025-04-05,128000.0,chat,modelsdev,,,llama-4-scout-17b-16e-instruct-fp8,high,,,
llama-guard-3-8b,Llama Guard 3 8B,llama,,2024-07-23,8192.0,chat,modelsdev,,,llama-guard-3-8b,high,,,
llama-guard-4,Meta Llama Guard 4 12B,llama,,2025-01-01,131072.0,chat,modelsdev,,,llama-guard-4,high,,,
llama-prompt-guard-2-22m,Meta Llama Prompt Guard 2 22M,llama,,2024-10-01,512.0,chat,modelsdev,,,llama-prompt-guard-2-22m,high,,,
llama-prompt-guard-2-86m,Meta Llama Prompt Guard 2 86M,llama,,2024-10-01,512.0,chat,modelsdev,,,llama-prompt-guard-2-86m,high,,,
llama3-1-8b,Llama 3.1 8B,llama,,2025-01-01,32000.0,chat,modelsdev,,,llama3.1-8b,high,,,
llama3-70b-8192,Llama 3 70B,llama,,2024-04-18,8192.0,chat,modelsdev,,,llama3-70b-8192,high,,,
llama3-8b-8192,Llama 3 8B,llama,,2024-04-18,8192.0,chat,modelsdev,,,llama3-8b-8192,high,,,
llamagate-codellama-7b,llamagate-codellama-7b,llama,llamagate,,4096.0,chat,litellm,llamagate/codellama-7b,,,high,,,
llamagate-deepseek-coder-6-7b,llamagate-deepseek-coder-6-7b,llama,llamagate,,4096.0,chat,litellm,llamagate/deepseek-coder-6.7b,,,high,,,
llamagate-deepseek-r1-7b-qwen,llamagate-deepseek-r1-7b-qwen,llama,llamagate,,16384.0,chat,litellm,llamagate/deepseek-r1-7b-qwen,,,high,,,
llamagate-deepseek-r1-8b,llamagate-deepseek-r1-8b,llama,llamagate,,16384.0,chat,litellm,llamagate/deepseek-r1-8b,,,high,,,
llamagate-dolphin3-8b,llamagate-dolphin3-8b,llama,llamagate,,8192.0,chat,litellm,llamagate/dolphin3-8b,,,high,,,
llamagate-gemma3-4b,llamagate-gemma3-4b,llama,llamagate,,8192.0,chat,litellm,llamagate/gemma3-4b,,,high,,,
llamagate-llama-3-1-8b,llamagate-llama-3-1-8b,llama,llamagate,,8192.0,chat,litellm,llamagate/llama-3.1-8b,,,high,,,
llamagate-llama-3-2-3b,llamagate-llama-3-2-3b,llama,llamagate,,8192.0,chat,litellm,llamagate/llama-3.2-3b,,,high,,,
llamagate-llava-7b,llamagate-llava-7b,llama,llamagate,,2048.0,chat,litellm,llamagate/llava-7b,,,high,,,
llamagate-mistral-7b-v0-3,llamagate-mistral-7b-v0-3,llama,llamagate,,8192.0,chat,litellm,llamagate/mistral-7b-v0.3,,,high,,,
llamagate-nomic-embed-text,llamagate-nomic-embed-text,llama,llamagate,,8192.0,embedding,litellm,llamagate/nomic-embed-text,,,high,,,
llamagate-openthinker-7b,llamagate-openthinker-7b,llama,llamagate,,8192.0,chat,litellm,llamagate/openthinker-7b,,,high,,,
llamagate-qwen2-5-coder-7b,llamagate-qwen2-5-coder-7b,llama,llamagate,,8192.0,chat,litellm,llamagate/qwen2.5-coder-7b,,,high,,,
llamagate-qwen3-8b,llamagate-qwen3-8b,llama,llamagate,,8192.0,chat,litellm,llamagate/qwen3-8b,,,high,,,
llamagate-qwen3-embedding-8b,llamagate-qwen3-embedding-8b,llama,llamagate,,40960.0,embedding,litellm,llamagate/qwen3-embedding-8b,,,high,,,
llamagate-qwen3-vl-8b,llamagate-qwen3-vl-8b,llama,llamagate,,8192.0,chat,litellm,llamagate/qwen3-vl-8b,,,high,,,
llm360-2-k2-think,K2-Think,,LLM360 2,2025-07-26,128000.0,chat,modelsdev,,,LLM360 2/K2-Think,high,,,
low-1024-x-1024-gpt-image-1,low-1024-x-1024-gpt-image-1,,azure,,,image_generation,litellm,azure/low/1024-x-1024/gpt-image-1,,,high,,,
low-1024-x-1024-gpt-image-1-5,low-1024-x-1024-gpt-image-1-5,,low,,,image_generation,litellm,low/1024-x-1024/gpt-image-1.5,,,high,multiple versioned variants exist for this family,,
low-1024-x-1024-gpt-image-1-5-2025-12-16,low-1024-x-1024-gpt-image-1-5-2025-12-16,,low,,,image_generation,litellm,low/1024-x-1024/gpt-image-1.5-2025-12-16,,,high,multiple versioned variants exist for this family,,
low-1024-x-1024-gpt-image-1-mini,low-1024-x-1024-gpt-image-1-mini,,azure,,,image_generation,litellm,azure/low/1024-x-1024/gpt-image-1-mini,,,high,,,
low-1024-x-1536-gpt-image-1,low-1024-x-1536-gpt-image-1,,azure,,,image_generation,litellm,azure/low/1024-x-1536/gpt-image-1,,,high,,,
low-1024-x-1536-gpt-image-1-5,low-1024-x-1536-gpt-image-1-5,,low,,,image_generation,litellm,low/1024-x-1536/gpt-image-1.5,,,high,multiple versioned variants exist for this family,,
low-1024-x-1536-gpt-image-1-5-2025-12-16,low-1024-x-1536-gpt-image-1-5-2025-12-16,,low,,,image_generation,litellm,low/1024-x-1536/gpt-image-1.5-2025-12-16,,,high,multiple versioned variants exist for this family,,
low-1024-x-1536-gpt-image-1-mini,low-1024-x-1536-gpt-image-1-mini,,azure,,,image_generation,litellm,azure/low/1024-x-1536/gpt-image-1-mini,,,high,,,
low-1536-x-1024-gpt-image-1,low-1536-x-1024-gpt-image-1,,azure,,,image_generation,litellm,azure/low/1536-x-1024/gpt-image-1,,,high,,,
low-1536-x-1024-gpt-image-1-5,low-1536-x-1024-gpt-image-1-5,,low,,,image_generation,litellm,low/1536-x-1024/gpt-image-1.5,,,high,multiple versioned variants exist for this family,,
low-1536-x-1024-gpt-image-1-5-2025-12-16,low-1536-x-1024-gpt-image-1-5-2025-12-16,,low,,,image_generation,litellm,low/1536-x-1024/gpt-image-1.5-2025-12-16,,,high,multiple versioned variants exist for this family,,
low-1536-x-1024-gpt-image-1-mini,low-1536-x-1024-gpt-image-1-mini,,azure,,,image_generation,litellm,azure/low/1536-x-1024/gpt-image-1-mini,,,high,,,
lucidnova-rf1-100b,LucidNova RF1 100B,,,2024-12-28,120000.0,chat,modelsdev,,,lucidnova-rf1-100b,high,,,
lucidquery-nexus-coder,LucidQuery Nexus Coder,,,2025-09-01,250000.0,chat,modelsdev,,,lucidquery-nexus-coder,high,,,
lumalabs-ray2,Ray2,,lumalabs,2025-02-20,5000.0,,modelsdev,,,lumalabs/ray2,high,,,
luminous-base,luminous-base,,,,2048.0,completion,litellm,luminous-base,,,high,,,
luminous-base-control,luminous-base-control,,,,2048.0,chat,litellm,luminous-base-control,,,high,,,
luminous-extended,luminous-extended,,,,2048.0,completion,litellm,luminous-extended,,,high,,,
luminous-extended-control,luminous-extended-control,,,,2048.0,chat,litellm,luminous-extended-control,,,high,,,
luminous-supreme,luminous-supreme,,,,2048.0,completion,litellm,luminous-supreme,,,high,,,
luminous-supreme-control,luminous-supreme-control,,,,2048.0,chat,litellm,luminous-supreme-control,,,high,,,
lyria,Lyria,,google,2025-06-04,,,modelsdev,,,google/lyria,high,,,
magistral-medium-latest,Magistral Medium (latest),,,2025-03-17,128000.0,chat,modelsdev,,,magistral-medium-latest,medium,includes a 'latest' alias; mapping may change over time,,
magistral-small,Magistral Small,,,2025-03-17,128000.0,chat,modelsdev,,,magistral-small,high,,,
magistral-small-2506,Magistral Small 2506,,mistralai,2025-06-01,128000.0,chat,modelsdev,,,mistralai/Magistral-Small-2506,high,,,
magistral-small-2509,Magistral Small 1.2 24B,,mistralai,2025-06-01,131072.0,chat,modelsdev,,,mistralai/Magistral-Small-2509,high,,,
mai-ds-r1,MAI-DS-R1,,,2025-01-20,128000.0,chat,modelsdev,,,mai-ds-r1,high,,,
mamba-codestral-7b-v0-1,Mamba Codestral 7b V0.1,,mistralai,2024-07-16,128000.0,chat,modelsdev,,,mistralai/mamba-codestral-7b-v0.1,high,,,
mancer-weaver,Mancer: Weaver (alpha),,openrouter,2023-08-02,8000.0,chat,"litellm,openrouter,modelsdev",openrouter/mancer/weaver,mancer/weaver,mancer/weaver,high,,,
marinaraspaghetti-2-nemomix-unleashed-12b,NemoMix 12B Unleashed,,MarinaraSpaghetti 2,2024-07-01,32768.0,chat,modelsdev,,,MarinaraSpaghetti 2/NemoMix-Unleashed-12B,high,,,
max-x-max-50-steps-stability-stable-diffusion-xl-v0,max-x-max-50-steps-stability-stable-diffusion-xl-v0,,max-x-max,,77.0,image_generation,litellm,max-x-max/50-steps/stability.stable-diffusion-xl-v0,,,high,,,
max-x-max-max-steps-stability-stable-diffusion-xl-v0,max-x-max-max-steps-stability-stable-diffusion-xl-v0,,max-x-max,,77.0,image_generation,litellm,max-x-max/max-steps/stability.stable-diffusion-xl-v0,,,high,,,
medium-1024-x-1024-gpt-image-1,medium-1024-x-1024-gpt-image-1,,azure,,,image_generation,litellm,azure/medium/1024-x-1024/gpt-image-1,,,high,,,
medium-1024-x-1024-gpt-image-1-5,medium-1024-x-1024-gpt-image-1-5,,medium,,,image_generation,litellm,medium/1024-x-1024/gpt-image-1.5,,,high,multiple versioned variants exist for this family,,
medium-1024-x-1024-gpt-image-1-5-2025-12-16,medium-1024-x-1024-gpt-image-1-5-2025-12-16,,medium,,,image_generation,litellm,medium/1024-x-1024/gpt-image-1.5-2025-12-16,,,high,multiple versioned variants exist for this family,,
medium-1024-x-1024-gpt-image-1-mini,medium-1024-x-1024-gpt-image-1-mini,,azure,,,image_generation,litellm,azure/medium/1024-x-1024/gpt-image-1-mini,,,high,,,
medium-1024-x-1536-gpt-image-1,medium-1024-x-1536-gpt-image-1,,azure,,,image_generation,litellm,azure/medium/1024-x-1536/gpt-image-1,,,high,,,
medium-1024-x-1536-gpt-image-1-5,medium-1024-x-1536-gpt-image-1-5,,medium,,,image_generation,litellm,medium/1024-x-1536/gpt-image-1.5,,,high,multiple versioned variants exist for this family,,
medium-1024-x-1536-gpt-image-1-5-2025-12-16,medium-1024-x-1536-gpt-image-1-5-2025-12-16,,medium,,,image_generation,litellm,medium/1024-x-1536/gpt-image-1.5-2025-12-16,,,high,multiple versioned variants exist for this family,,
medium-1024-x-1536-gpt-image-1-mini,medium-1024-x-1536-gpt-image-1-mini,,azure,,,image_generation,litellm,azure/medium/1024-x-1536/gpt-image-1-mini,,,high,,,
medium-1536-x-1024-gpt-image-1,medium-1536-x-1024-gpt-image-1,,azure,,,image_generation,litellm,azure/medium/1536-x-1024/gpt-image-1,,,high,,,
medium-1536-x-1024-gpt-image-1-5,medium-1536-x-1024-gpt-image-1-5,,medium,,,image_generation,litellm,medium/1536-x-1024/gpt-image-1.5,,,high,multiple versioned variants exist for this family,,
medium-1536-x-1024-gpt-image-1-5-2025-12-16,medium-1536-x-1024-gpt-image-1-5-2025-12-16,,medium,,,image_generation,litellm,medium/1536-x-1024/gpt-image-1.5-2025-12-16,,,high,multiple versioned variants exist for this family,,
medium-1536-x-1024-gpt-image-1-mini,medium-1536-x-1024-gpt-image-1-mini,,azure,,,image_generation,litellm,azure/medium/1536-x-1024/gpt-image-1-mini,,,high,,,
medlm-large,medlm-large,,,,1024.0,chat,litellm,medlm-large,,,high,,,
medlm-medium,medlm-medium,,,,8192.0,chat,litellm,medlm-medium,,,high,,,
meganova-ai-manta-flash-1-0,Manta Flash 1.0,,meganova-ai,2025-12-20,16384.0,chat,modelsdev,,,meganova-ai/manta-flash-1.0,high,,,
meganova-ai-manta-mini-1-0,Manta Mini 1.0,,meganova-ai,2025-12-20,8192.0,chat,modelsdev,,,meganova-ai/manta-mini-1.0,high,,,
meganova-ai-manta-pro-1-0,Manta Pro 1.0,,meganova-ai,2025-12-20,32768.0,chat,modelsdev,,,meganova-ai/manta-pro-1.0,high,,,
meituan-longcat-flash-chat,Meituan: LongCat Flash Chat,,meituan,2025-11-05,131072.0,chat,"openrouter,modelsdev",,meituan/longcat-flash-chat,meituan/longcat-flash-chat,high,,,
meituan-longcat-flash-lite,Meituan/Longcat-Flash-Lite,,meituan,2026-02-06,256000.0,chat,modelsdev,,,meituan/longcat-flash-lite,high,,,
meituan-longcat-flash-thinking,LongCat Flash Thinking,,meituan,2025-09-23,128000.0,chat,modelsdev,,,meituan/longcat-flash-thinking,high,,,
meituan-longcat-flash-thinking-2601,LongCat Flash Thinking 2601,,meituan,2026-03-13,32768.0,chat,modelsdev,,,meituan/longcat-flash-thinking-2601,high,,,
meituan-longcat-longcat-flash-chat-fp8,LongCat Flash,,meituan-longcat,2025-08-31,128000.0,chat,modelsdev,,,meituan-longcat/LongCat-Flash-Chat-FP8,high,,,
mercury,Mercury,,,2025-06-26,128000.0,chat,modelsdev,,,mercury,high,,,
mercury-2,Mercury 2,,,2026-02-24,128000.0,chat,modelsdev,,,mercury-2,high,,,
mercury-coder,Mercury Coder,,,2025-02-26,128000.0,chat,modelsdev,,,mercury-coder,high,,,
mercury-coder-small,Mercury Coder Small,,,2025-02-26,32768.0,chat,modelsdev,,,mercury-coder-small,high,,,
mercury-edit,Mercury Edit,,,2026-02-24,128000.0,chat,modelsdev,,,mercury-edit,high,,,
meta-codellama-70b,Codellama 70b,llama,meta,2024-01-29,128000.0,chat,modelsdev,,,meta/codellama-70b,high,,,
meta-llama-2-13b,meta-llama-2-13b,llama,replicate,,4096.0,chat,litellm,replicate/meta/llama-2-13b,,,high,,,
meta-llama-2-13b-chat,meta-llama-2-13b-chat,llama,replicate,,4096.0,chat,litellm,replicate/meta/llama-2-13b-chat,,,high,,,
meta-llama-2-70b,meta-llama-2-70b,llama,replicate,,4096.0,chat,litellm,replicate/meta/llama-2-70b,,,high,,,
meta-llama-2-70b-chat,meta-llama-2-70b-chat,llama,replicate,,4096.0,chat,litellm,replicate/meta/llama-2-70b-chat,,,high,,,
meta-llama-2-7b,meta-llama-2-7b,llama,replicate,,4096.0,chat,litellm,replicate/meta/llama-2-7b,,,high,,,
meta-llama-2-7b-chat,meta-llama-2-7b-chat,llama,replicate,,4096.0,chat,litellm,replicate/meta/llama-2-7b-chat,,,high,,,
meta-llama-3-1-405b-instruct,Llama 3.1 405b Instruct,llama,meta,2024-07-16,128000.0,chat,modelsdev,,,meta/llama-3.1-405b-instruct,high,,,
meta-llama-3-1-70b,Llama 3.1 70B Instruct,llama,meta,2024-07-23,131072.0,chat,modelsdev,,,meta/llama-3.1-70b,high,,,
meta-llama-3-1-70b-instruct,Llama 3.1 70b Instruct,llama,meta,2024-07-16,128000.0,chat,modelsdev,,,meta/llama-3.1-70b-instruct,high,,,
meta-llama-3-1-8b,Llama 3.1 8B Instruct,llama,meta,2024-07-23,131072.0,chat,modelsdev,,,meta/llama-3.1-8b,high,,,
meta-llama-3-1-8b-instruct,Llama 3.1 8B Instruct,llama,meta,2025-01-01,16000.0,chat,modelsdev,,,meta/llama-3.1-8b-instruct,high,,,
meta-llama-3-1-8b-instruct-fp8,Llama 3.1 8B (decentralized),llama,,2024-07-23,128000.0,chat,modelsdev,,,Meta-Llama-3-1-8B-Instruct-FP8,high,,,
meta-llama-3-2-11b,Llama 3.2 11B Vision Instruct,llama,meta,2024-09-25,128000.0,chat,modelsdev,,,meta/llama-3.2-11b,high,,,
meta-llama-3-2-11b-vision-instruct,Llama 3.2 11b Vision Instruct,llama,meta,2024-09-18,128000.0,chat,modelsdev,,,meta/llama-3.2-11b-vision-instruct,high,,,
meta-llama-3-2-1b,Llama 3.2 1B Instruct,llama,meta,2024-09-18,128000.0,chat,modelsdev,,,meta/llama-3.2-1b,high,,,
meta-llama-3-2-1b-instruct,Llama 3.2 1b Instruct,llama,meta,2024-09-18,128000.0,chat,modelsdev,,,meta/llama-3.2-1b-instruct,high,,,
meta-llama-3-2-3b,Llama 3.2 3B Instruct,llama,meta,2024-09-18,128000.0,chat,modelsdev,,,meta/llama-3.2-3b,high,,,
meta-llama-3-2-3b-instruct,Llama 3.2 3B Instruct,llama,meta,2025-01-01,16000.0,chat,modelsdev,,,meta/llama-3.2-3b-instruct,high,,,
meta-llama-3-2-90b,Llama 3.2 90B Vision Instruct,llama,meta,2024-09-25,128000.0,chat,modelsdev,,,meta/llama-3.2-90b,high,,,
meta-llama-3-2-90b-vision-instruct,Llama-3.2-90B-Vision-Instruct,llama,meta,2024-09-25,128000.0,chat,modelsdev,,,meta/llama-3.2-90b-vision-instruct,high,,,
meta-llama-3-3-70b,Llama-3.3-70B-Instruct,llama,meta,2024-12-06,128000.0,chat,modelsdev,,,meta/llama-3.3-70b,high,,,
meta-llama-3-3-70b-instruct,Llama 3.3 70b Instruct,llama,meta,2024-11-26,128000.0,chat,modelsdev,,,meta/llama-3.3-70b-instruct,high,,,
meta-llama-3-3-70b-instruct-maas,Llama 3.3 70B Instruct,llama,meta,2025-04-29,128000.0,chat,modelsdev,,,meta/llama-3.3-70b-instruct-maas,high,,,
meta-llama-3-70b,meta-llama-3-70b,llama,replicate,,8192.0,chat,litellm,replicate/meta/llama-3-70b,,,high,,,
meta-llama-3-70b-instruct,Meta-Llama-3-70B-Instruct,llama,replicate,2024-04-18,8192.0,chat,"litellm,modelsdev",replicate/meta/llama-3-70b-instruct,,meta-llama-3-70b-instruct,high,,,
meta-llama-3-8b,meta-llama-3-8b,llama,replicate,,8086.0,chat,litellm,replicate/meta/llama-3-8b,,,high,,,
meta-llama-3-8b-instruct,Meta-Llama-3-8B-Instruct,llama,replicate,2024-04-18,8086.0,chat,"litellm,modelsdev",replicate/meta/llama-3-8b-instruct,,meta-llama-3-8b-instruct,high,,,
meta-llama-4-maverick,Llama-4-Maverick-17B-128E-Instruct-FP8,llama,meta,2025-04-05,128000.0,chat,modelsdev,,,meta/llama-4-maverick,high,,,
meta-llama-4-maverick-17b-128e-instruct,Llama 4 Maverick 17b 128e Instruct,llama,meta,2025-04-01,128000.0,chat,modelsdev,,,meta/llama-4-maverick-17b-128e-instruct,high,,,
meta-llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick 17B 128E Instruct FP8,llama,meta,2025-01-31,128000.0,chat,modelsdev,,,meta/llama-4-maverick-17b-128e-instruct-fp8,high,,,
meta-llama-4-maverick-17b-128e-instruct-maas,Llama 4 Maverick 17B 128E Instruct,llama,meta,2025-04-29,524288.0,chat,modelsdev,,,meta/llama-4-maverick-17b-128e-instruct-maas,high,,,
meta-llama-4-scout,Llama-4-Scout-17B-16E-Instruct-FP8,llama,meta,2025-04-05,128000.0,chat,modelsdev,,,meta/llama-4-scout,high,,,
meta-llama-4-scout-17b-16e-instruct,Llama 4 Scout 17b 16e Instruct,llama,meta,2025-04-02,128000.0,chat,modelsdev,,,meta/llama-4-scout-17b-16e-instruct,high,,,
meta-llama-llama-3-1-405b,Meta: Llama 3.1 405B (base),llama,meta-llama,2024-08-02,32768.0,chat,"openrouter,modelsdev",,meta-llama/llama-3.1-405b,meta-llama/llama-3.1-405b,high,,,
meta-llama-llama-3-1-405b-instruct,Meta: Llama 3.1 405B Instruct,llama,meta-llama,2024-07-23,131000.0,chat,"openrouter,modelsdev",,meta-llama/llama-3.1-405b-instruct,meta-llama/llama-3.1-405b-instruct:free,high,,,
meta-llama-llama-3-1-70b-instruct,Meta: Llama 3.1 70B Instruct,llama,meta-llama,2024-07-23,131072.0,chat,"openrouter,modelsdev",,meta-llama/llama-3.1-70b-instruct,meta-llama/Llama-3.1-70B-Instruct,high,,,
meta-llama-llama-3-1-70b-instruct-turbo,Llama 3.1 70B Turbo,llama,meta-llama,2024-07-23,131072.0,chat,modelsdev,,,meta-llama/Llama-3.1-70B-Instruct-Turbo,high,,,
meta-llama-llama-3-1-8b-instruct,Meta: Llama 3.1 8B Instruct,llama,meta-llama,2024-07-23,16384.0,chat,"openrouter,modelsdev",,meta-llama/llama-3.1-8b-instruct,meta-llama/Llama-3.1-8B-Instruct,high,,,
meta-llama-llama-3-1-8b-instruct-turbo,Llama 3.1 8B Turbo,llama,meta-llama,2024-07-23,131072.0,chat,modelsdev,,,meta-llama/Llama-3.1-8B-Instruct-Turbo,high,,,
meta-llama-llama-3-2-11b-vision-instruct,Meta: Llama 3.2 11B Vision Instruct,llama,deepinfra,2024-09-25,131072.0,chat,"litellm,openrouter,modelsdev",deepinfra/meta-llama/Llama-3.2-11B-Vision-Instruct,meta-llama/llama-3.2-11b-vision-instruct,meta-llama/llama-3.2-11b-vision-instruct,high,,,
meta-llama-llama-3-2-1b-instruct,Meta: Llama 3.2 1B Instruct,llama,meta-llama,2024-09-18,60000.0,chat,"openrouter,modelsdev",,meta-llama/llama-3.2-1b-instruct,meta-llama/llama-3.2-1b-instruct,high,,,
meta-llama-llama-3-2-3b-instruct,Meta: Llama 3.2 3B Instruct (free),llama,deepinfra,2024-09-25,131072.0,chat,"litellm,openrouter,modelsdev",deepinfra/meta-llama/Llama-3.2-3B-Instruct,meta-llama/llama-3.2-3b-instruct:free,meta-llama/llama-3.2-3b-instruct:free,high,,,
meta-llama-llama-3-2-90b-vision-instruct,Llama 3.2 90B Vision Instruct,llama,meta-llama,2024-09-25,16000.0,chat,modelsdev,,,meta-llama/Llama-3.2-90B-Vision-Instruct,high,,,
meta-llama-llama-3-3-70b-instruct,Meta: Llama 3.3 70B Instruct (free),llama,deepinfra,2024-12-06,131072.0,chat,"litellm,openrouter,modelsdev",deepinfra/meta-llama/Llama-3.3-70B-Instruct,meta-llama/llama-3.3-70b-instruct:free,meta-llama/Llama-3.3-70B-Instruct,high,,,
meta-llama-llama-3-3-70b-instruct-fast,Llama-3.3-70B-Instruct (Fast),llama,meta-llama,2025-12-05,128000.0,chat,modelsdev,,,meta-llama/Llama-3.3-70B-Instruct-fast,high,,,
meta-llama-llama-3-3-70b-instruct-turbo,Llama 3.3 70B Turbo,llama,deepinfra,2024-12-06,131072.0,chat,"litellm,modelsdev",deepinfra/meta-llama/Llama-3.3-70B-Instruct-Turbo,,meta-llama/Llama-3.3-70B-Instruct-Turbo,high,,,
meta-llama-llama-3-3-8b-instruct,meta-llama-llama-3-3-8b-instruct,llama,meta_llama,,4028.0,chat,litellm,meta_llama/Llama-3.3-8B-Instruct,,,high,,,
meta-llama-llama-3-70b-instruct,Meta: Llama 3 70B Instruct,llama,openrouter,2024-04-25,8192.0,chat,"litellm,openrouter,modelsdev",openrouter/meta-llama/llama-3-70b-instruct,meta-llama/llama-3-70b-instruct,meta-llama/llama-3-70b-instruct,high,,,
meta-llama-llama-3-8b-instruct,Meta: Llama 3 8B Instruct,llama,meta-llama,2024-04-25,8192.0,chat,"openrouter,modelsdev",,meta-llama/llama-3-8b-instruct,meta-llama/llama-3-8b-instruct,high,,,
meta-llama-llama-4-maverick,Meta: Llama 4 Maverick,llama,meta-llama,2025-04-05,1048576.0,chat,"openrouter,modelsdev",,meta-llama/llama-4-maverick,meta-llama/llama-4-maverick,high,,,
meta-llama-llama-4-maverick-17b-128e-instruct,Llama 4 Maverick 17B,llama,groq,2025-04-05,8192.0,chat,"litellm,modelsdev",groq/meta-llama/llama-4-maverick-17b-128e-instruct,,meta-llama/llama-4-maverick-17b-128e-instruct,high,,,
meta-llama-llama-4-maverick-17b-128e-instruct-fp8,Llama 4 Maverick 17B 128E Instruct,llama,deepinfra,2025-01-15,1048576.0,chat,"litellm,modelsdev",deepinfra/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,high,,,
meta-llama-llama-4-scout,Meta: Llama 4 Scout,llama,meta-llama,2025-04-05,327680.0,chat,"openrouter,modelsdev",,meta-llama/llama-4-scout,meta-llama/llama-4-scout:free,high,,,
meta-llama-llama-4-scout-17b-16e-instruct,Llama 4 Scout 17B,llama,deepinfra,2025-04-05,327680.0,chat,"litellm,modelsdev",deepinfra/meta-llama/Llama-4-Scout-17B-16E-Instruct,,meta-llama/Llama-4-Scout-17B-16E-Instruct,high,,,
meta-llama-llama-4-scout-17b-16e-instruct-fp8,meta-llama-llama-4-scout-17b-16e-instruct-fp8,llama,meta_llama,,4028.0,chat,litellm,meta_llama/Llama-4-Scout-17B-16E-Instruct-FP8,,,high,,,
meta-llama-llama-guard-3-8b,Llama Guard 3 8B,llama,deepinfra,2024-04-18,131072.0,chat,"litellm,openrouter,modelsdev",deepinfra/meta-llama/Llama-Guard-3-8B,meta-llama/llama-guard-3-8b,meta-llama/Llama-Guard-3-8B,high,,,
meta-llama-llama-guard-4-12b,Meta: Llama Guard 4 12B,llama,deepinfra,2025-04-05,163840.0,chat,"litellm,openrouter,modelsdev",deepinfra/meta-llama/Llama-Guard-4-12B,meta-llama/llama-guard-4-12b,meta-llama/llama-guard-4-12b,high,,,
meta-llama-meta-llama-3-1-405b-instruct-turbo,Llama 3.1 405B Instruct Turbo,llama,meta-llama,2024-07-23,128000.0,chat,modelsdev,,,meta-llama/Meta-Llama-3.1-405B-Instruct-Turbo,high,,,
meta-llama-meta-llama-3-1-70b-instruct,meta-llama-meta-llama-3-1-70b-instruct,llama,deepinfra,,131072.0,chat,litellm,deepinfra/meta-llama/Meta-Llama-3.1-70B-Instruct,,,high,,,
meta-llama-meta-llama-3-1-70b-instruct-turbo,meta-llama-meta-llama-3-1-70b-instruct-turbo,llama,deepinfra,,131072.0,chat,litellm,deepinfra/meta-llama/Meta-Llama-3.1-70B-Instruct-Turbo,,,high,,,
meta-llama-meta-llama-3-1-8b-instruct,Meta-Llama-3.1-8B-Instruct,llama,deepinfra,2024-07-23,131072.0,chat,"litellm,modelsdev",deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,,meta-llama/Meta-Llama-3.1-8B-Instruct,high,,,
meta-llama-meta-llama-3-1-8b-instruct-fast,Meta-Llama-3.1-8B-Instruct (Fast),llama,meta-llama,2024-07-23,128000.0,chat,modelsdev,,,meta-llama/Meta-Llama-3.1-8B-Instruct-fast,high,,,
meta-llama-meta-llama-3-1-8b-instruct-turbo,meta-llama-meta-llama-3-1-8b-instruct-turbo,llama,deepinfra,,131072.0,chat,litellm,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,,,high,,,
meta-llama-meta-llama-3-8b-instruct,meta-llama-meta-llama-3-8b-instruct,llama,deepinfra,,8192.0,chat,litellm,deepinfra/meta-llama/Meta-Llama-3-8B-Instruct,,,high,,,
meta-llama2-13b-chat-v1,meta-llama2-13b-chat-v1,llama,,,4096.0,chat,litellm,meta.llama2-13b-chat-v1,,,high,,,
meta-llama2-70b-chat-v1,meta-llama2-70b-chat-v1,llama,,,4096.0,chat,litellm,meta.llama2-70b-chat-v1,,,high,,,
meta-llama3-1-405b-instruct-v1,Llama 3.1 405B Instruct,llama,,2024-07-23,4096.0,chat,"litellm,modelsdev",meta.llama3-1-405b-instruct-v1:0,,meta.llama3-1-405b-instruct-v1:0,high,,,
meta-llama3-1-70b-instruct-v1,Llama 3.1 70B Instruct,llama,,2024-07-23,2048.0,chat,"litellm,modelsdev",meta.llama3-1-70b-instruct-v1:0,,meta.llama3-1-70b-instruct-v1:0,high,,,
meta-llama3-1-8b-instruct-v1,Llama 3.1 8B Instruct,llama,,2024-07-23,2048.0,chat,"litellm,modelsdev",meta.llama3-1-8b-instruct-v1:0,,meta.llama3-1-8b-instruct-v1:0,high,,,
meta-llama3-2-11b-instruct-v1,Llama 3.2 11B Instruct,llama,,2024-09-25,4096.0,chat,"litellm,modelsdev",meta.llama3-2-11b-instruct-v1:0,,meta.llama3-2-11b-instruct-v1:0,high,,,
